"","month","year","Date","Site.Name","COUNTY","meanLAT","meanLONG","Ozone","PM2.5"
"221",1,2018,2018-01-20,"Clemmons Middle","Forsyth",36.026,-80.342,NA,63
"222",1,2018,2018-01-20,"Durham Armory","Durham",36.0329550008979,-78.904037,NA,45
"223",1,2018,2018-01-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,6
"224",1,2018,2018-01-20,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,32,43
"225",1,2018,2018-01-20,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,NA,36
"226",1,2018,2018-01-20,"Leggett","Edgecombe",35.988278,-77.5843,NA,28
"227",1,2018,2018-01-20,"Linville Falls","Avery",35.972347,-81.933072,NA,8
"228",1,2018,2018-01-20,"Mendenhall School","Guilford",36.1090060008986,-79.802314,NA,38
"229",1,2018,2018-01-20,"Millbrook School","Wake",35.856111,-78.574167,35,50
"230",1,2018,2018-01-20,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,NA,41
"231",1,2018,2018-01-20,"West Johnston Co.","Johnston",35.59095,-78.4622,NA,40
"232",1,2018,2018-01-21,"Bryson City","Swain",35.434767,-83.442133,NA,50
"233",1,2018,2018-01-21,"Clemmons Middle","Forsyth",36.026,-80.342,NA,48
"234",1,2018,2018-01-21,"Durham Armory","Durham",36.0329550008979,-78.904037,NA,44
"235",1,2018,2018-01-21,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,36,53
"236",1,2018,2018-01-21,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,NA,49
"237",1,2018,2018-01-21,"Leggett","Edgecombe",35.988278,-77.5843,NA,22
"238",1,2018,2018-01-21,"Mendenhall School","Guilford",36.1090060008986,-79.802314,NA,34
"239",1,2018,2018-01-21,"Millbrook School","Wake",35.856111,-78.574167,34,51
"240",1,2018,2018-01-21,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,NA,35
"241",1,2018,2018-01-21,"West Johnston Co.","Johnston",35.59095,-78.4622,NA,43
"242",1,2018,2018-01-22,"Bryson City","Swain",35.434767,-83.442133,NA,48
"243",1,2018,2018-01-22,"Castle Hayne","New Hanover",34.364167,-77.838611,NA,25
"244",1,2018,2018-01-22,"Clemmons Middle","Forsyth",36.026,-80.342,NA,58
"245",1,2018,2018-01-22,"Durham Armory","Durham",36.0329550008979,-78.904037,NA,59
"246",1,2018,2018-01-22,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,37,57
"247",1,2018,2018-01-22,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,NA,52
"248",1,2018,2018-01-22,"Leggett","Edgecombe",35.988278,-77.5843,NA,40
"249",1,2018,2018-01-22,"Mendenhall School","Guilford",36.1090060008986,-79.802314,NA,51
"250",1,2018,2018-01-22,"Millbrook School","Wake",35.856111,-78.574167,32,59
"251",1,2018,2018-01-22,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,NA,39
"252",1,2018,2018-01-22,"West Johnston Co.","Johnston",35.59095,-78.4622,NA,57
"253",1,2018,2018-01-23,"Bryson City","Swain",35.434767,-83.442133,NA,17
"254",1,2018,2018-01-23,"Castle Hayne","New Hanover",34.364167,-77.838611,NA,8
"255",1,2018,2018-01-23,"Clemmons Middle","Forsyth",36.026,-80.342,NA,25
"256",1,2018,2018-01-23,"Durham Armory","Durham",36.0329550008979,-78.904037,NA,18.5
"257",1,2018,2018-01-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,11
"258",1,2018,2018-01-23,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,36,15.5
"259",1,2018,2018-01-23,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,NA,20
"260",1,2018,2018-01-23,"Leggett","Edgecombe",35.988278,-77.5843,NA,13
"261",1,2018,2018-01-23,"Linville Falls","Avery",35.972347,-81.933072,NA,10
"262",1,2018,2018-01-23,"Mendenhall School","Guilford",36.1090060008986,-79.802314,NA,19
"263",1,2018,2018-01-23,"Millbrook School","Wake",35.856111,-78.574167,37,20.5
"264",1,2018,2018-01-23,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,NA,16
"265",1,2018,2018-01-23,"West Johnston Co.","Johnston",35.59095,-78.4622,NA,15
"266",1,2018,2018-01-24,"Bryson City","Swain",35.434767,-83.442133,NA,18
"267",1,2018,2018-01-24,"Castle Hayne","New Hanover",34.364167,-77.838611,NA,7
"268",1,2018,2018-01-24,"Clemmons Middle","Forsyth",36.026,-80.342,NA,16
"269",1,2018,2018-01-24,"Durham Armory","Durham",36.0329550008979,-78.904037,NA,26
"270",1,2018,2018-01-24,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,28,22
"271",1,2018,2018-01-24,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,NA,15
"272",1,2018,2018-01-24,"Leggett","Edgecombe",35.988278,-77.5843,NA,3
"273",1,2018,2018-01-24,"Mendenhall School","Guilford",36.1090060008986,-79.802314,NA,13
